Brand,Name,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,OS,VRAM,Price_VND
HP,HP Chromebook 11A-NA0002MU,MediaTek Octa-core,MediaTek,0,4, DDR4 RAM,2.0,LED,11.6,Integrated Graphics,MediaTek,64,0,45.0,Google Chrome,0,6897000
Lenovo,Lenovo Ideapad Slim 3,AMD Hexa-Core Ryzen 5,AMD,12,8, DDR4 RAM ,4.0,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,10886700
Dell,Dell G15-5520,Intel Core i5 (12th Gen),Intel,32,16, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,56.0,Windows 11,4,23550000
HP,HP 15s-fy5007TU,Intel Core i5 (12th Gen),Intel,8,8, DDR4 RAM ,4.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16647000
Infinix,Infinix Inbook Y2 Plus XL29,Intel Core i3 (11th Gen),Intel,0,8, LPDDR4X RAM,1.7,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,6597000
Acer,Acer One 14 Z8-415,Intel Core i5 (11th Gen) Processor,Intel,32,16, DDR4 RAM ,2.5,LCD,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,10497000
HP,HP 14s-fq1092AU,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,4.0,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,14879700
Acer,Acer One 14 Z8-415,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,2.5,LCD,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,11997000
Lenovo,Lenovo Ideapad S145,Intel Core i3 (8th Gen),Intel,12,4, DDR4 RAM ,2.2,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,DOS,0,9933300
ASUS,ASUS TUF Gaming F15 FX506HF-HN075W,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.9,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,150.0,Windows 11,4,14697000
Lenovo,Lenovo LOQ 15APH8,AMD Octa-Core Ryzen 7,AMD,16,16, DDR5 RAM ,3.4,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,170.0,Windows 11,6,27897000
HP,HP 15s-eq1580AU,AMD Dual-Core Ryzen 3,AMD,0,8, DDR4 RAM,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,9447000
Acer,Acer Predator Helios Neo 16 PHN16-71,Intel Core i7 (13th Gen) Processor,Intel,32,16, DDR5 RAM ,2.5,LCD,16.0,GeForce RTX 4050,NVIDIA,1024,0,230.0,Windows 11,6,31497000
HP,HP 14s-dy2508TU,Intel Core i3 (11th Gen),Intel,8,8, DDR4 RAM ,1.7,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,13499700
Acer,Acer Predator Helios Neo 16 PHN16-71,Intel Core i7 (13th Gen) Processor,Intel,32,16, DDR5 RAM ,2.5,LCD,16.0,GeForce RTX 4050,NVIDIA,1024,0,230.0,Windows 11,6,33894000
Dell,Dell Vostro 3420,Intel Core i5 (12th Gen),Intel,16,8, DDR4 RAM ,3.3,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15840000
ASUS,ASUS VivoBook 14 X415EA-EK322WS,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,3.0,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11097000
Tecno,Tecno MEGABOOK T1,Intel Core i5 (11th Gen),Intel,16,16, DDR4 RAM ,4.7,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14399700
Acer,Acer Nitro V ANV15-51,Intel Core i5 (13th Gen) Processor,Intel,32,16, DDR5 RAM ,2.5,LCD,15.6,GeForce RTX 4050,NVIDIA,512,0,135.0,Windows 11,6,23358000
Lenovo,Lenovo Ideapad Gaming 3 15IHU6,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,3.1,LCD,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,14970000
HP,HP Pavilion 14-dv2153TU,Intel Core i5 (12th Gen),Intel,16,16, DDR4 RAM ,4.2,LCD,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,20999700
Acer,Acer Aspire 3 A315-59,Intel Core i5 (12th Gen),Intel,32,8, DDR4 RAM ,3.3,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,11097000
Lenovo,Lenovo Ideapad 3 15ITL6,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,4.0,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,10170000
HP,HP 14s-fy1005AU,AMD Octa-Core Ryzen 7,AMD,0,16, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,18297000
Lenovo,Lenovo Ideapad Slim 3 15ITL6,Intel Core i5 (11th Gen),Intel,16,16, DDR4 RAM ,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12297000
Xiaomi,Xiaomi RedmiBook 15 e-Learning Edition,Intel Core i3 (11th Gen),Intel,8,8, DDR4 RAM ,3.0,LED,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,9447000
Lenovo,Lenovo Ideapad Slim 5 14IMH9,Intel Core Ultra 5,Intel,16,16, LPDDR5X RAM ,4.2,LED,14.0,Integrated Graphics,Intel,1024,0,65.0,Windows 11,0,24297000
Lenovo,Lenovo Ideapad Gaming 3 15IHU6,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.5,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 11,4,15297000
ASUS,ASUS TUF Gaming F17 FX706HF-HX018W,Intel Core i5 (11th Gen),Intel,32,8, DDR4 RAM ,2.7,LCD,17.3,GeForce RTX 2050,NVIDIA,512,0,150.0,Windows 11,4,17397000
HP,HP 14s- dq3032tu,Intel Celeron Dual-Core,Intel,0,8, DDR4 RAM,2.8,LCD,14.0,Integrated Graphics,Intel,256,0,41.0,Windows 11,0,7634700
HP,HP 15-fc0026AU,AMD Quad-Core Ryzen 3,AMD,0,8, LPDDR5 RAM,2.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11097000
Lenovo,Lenovo Ideapad 3 CB 11IGL05,Intel Celeron Dual-Core,Intel,0,4, LPDDR4 RAM,2.8,LED,11.6,Integrated Graphics,Intel,64,0,65.0,Google Chrome,0,5699700
Acer,Acer Aspire 7 A715-42G,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,2.1,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 11,4,14697000
ASUS,ASUS Vivobook K513EA-L523TS,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,2.4,LED,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 10,0,14397000
Acer,Acer One 14 Z2-493,AMD Dual-Core Ryzen 3,AMD,32,8, DDR4 RAM ,2.6,LCD,14.0,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,8697000
HP,HP 245 G8,AMD Dual-Core Ryzen 3,AMD,0,8, DDR4 RAM,2.6,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,8097000
Dell,Dell Inspiron 15 3511,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,3.0,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11775000
HP,HP 14s-dq3017TU,Intel Celeron Dual-Core,Intel,0,8, DDR4 RAM,2.8,LED,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,8362500
ASUS,ASUS Notebook 12 BR1100CKA-GJ0722W,Intel Celeron Dual-Core,Intel,4,4, DDR4 RAM ,2.8,LCD,11.6,Integrated Graphics,Intel,128,0,45.0,Windows 11,0,7499700
MSI,MSI GF63 Thin 11UC-867IN,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.7,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 10,4,17097000
ASUS,ASUS TUF Gaming F15 FX506LH-HN258T,Intel Core i5 (10th Gen),Intel,32,8, DDR4 RAM ,2.5,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 10,4,15348000
Acer,Acer Aspire 3 A315-510P,Intel Core i3 (12th Gen),Intel,0,8, LPDDR5 RAM,3.4,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,10559700
Acer,Acer Extensa EX215-54,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,1.7,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,9897000
Acer,Acer Extensa EX215-31,Intel Pentium Quad-Core,Intel,8,4, DDR4 RAM ,2.4,LED,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 10,0,7199700
ASUS,ASUS VivoBook 15 X1502VA-NJ542WS,Intel Core i5 (13th Gen),Intel,0,16, DDR4 RAM,2.6,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,19497000
Lenovo,Lenovo Ideapad Gaming 3 15ACH6,AMD Octa-Core Ryzen 7,AMD,16,16, DDR4 RAM ,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,21897000
ASUS,ASUS Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS,Intel Core i9 (12th Gen),Intel,0,32, LPDDR5 RAM,2.5,LED,14.0,Integrated Graphics,Intel,1024,0,100.0,Windows 11,0,50997000
HP,HP 15s-du3564TU,Intel Core i3 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14999700
HP,HP 14s-dy5005TU,Intel Core i5 (12th Gen),Intel,16,16, DDR4 RAM ,4.2,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16497000
ASUS,ASUS TUF Gaming A15 FA577RM-HF031WS,AMD Octa-Core Ryzen 7,AMD,32,16, DDR5 RAM ,4.7,LCD,15.6,GeForce RTX 3060,NVIDIA,1024,0,90.0,Windows 11,6,29097000
ASUS,ASUS VivoBook 14 X1400EA-EK322WS,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,4.0,LCD,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,11099700
Dell,Dell G15-5525,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR5 RAM,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,26850000
Samsung,Samsung Galaxy Book Pro Intel Evo 13.3 2 Pro 13.3,Intel Core i5 (12th Gen),Intel,0,16, LPDDR5 RAM,4.2,LED,13.3,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,21897000
Lenovo,Lenovo Ideapad 3 15ITL6,Intel Core i3 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,10497000
Acer,Acer Predator Helios 300 PH315-54,Intel Core i9 (11th Gen),Intel,32,16, DDR4 RAM ,4.8,LCD,15.6,GeForce RTX 3060,NVIDIA,1024,0,65.0,Windows 11,6,38997000
MSI,MSI GF63 Thin 10SCXR-1617IN,Intel Core i7 (10th Gen),Intel,0,8, DDR4 RAM,2.6,LED,15.6,GeForce GTX 1650 Max Q,NVIDIA,256,1024,120.0,Windows 10,4,19799700
Dell,Dell Inspiron 14 5410,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.5,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,23070000
ASUS,ASUS TUF Gaming F15 FX506LHB-HN355WS,Intel Core i5 (10th Gen),Intel,32,8, DDR4 RAM ,2.5,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 11,4,15297000
ASUS,ASUS TUF Gaming A15 FA577RE-HN055WS,AMD Octa-Core Ryzen 7,AMD,32,16, DDR5 RAM ,3.3,LCD,15.6,GeForce RTX 3050 Ti,NVIDIA,512,0,65.0,Windows 11,4,42597000
ASUS,ASUS VivoBook 15 M515DA-BR322WS,AMD Dual-Core Ryzen 3,AMD,12,8, DDR4 RAM ,3.4,LCD,15.6,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,17999700
ASUS,ASUS VivoBook 15 X515JA-BQ322WS,Intel Core i3 (10th Gen),Intel,12,8, DDR4 RAM ,1.2,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,9897000
Infinix,Infinix Zero Book 13 ZL513,Intel Core i7 (13th Gen),Intel,0,16, LPDDR5X RAM,4.8,LCD,15.6,Integrated Graphics,Intel,512,0,96.0,Windows 11,0,14997000
Lenovo,Lenovo Legion 5i,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,2.5,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 10,4,16060500
HP,HP 15s-eq1560AU,AMD Dual-Core Ryzen 3,AMD,8,8, DDR4 RAM ,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11397000
HP,HP 14s-dq3037TU,Intel Celeron Dual-Core,Intel,0,8, DDR4 RAM,2.8,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,8697000
ASUS,ASUS VivoBook 15 X512DA-BQ313WS,AMD Dual-Core Ryzen 3,AMD,0,8, DDR4 RAM,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,12597000
Acer,Acer Aspire 5 A515-57G,Intel Core i5 (12th Gen),Intel,32,16, DDR4 RAM ,3.3,LED,15.6,GeForce RTX 2050,NVIDIA,512,0,65.0,Windows 11,4,16650000
ASUS,ASUS VivoBook 15 OLED X1505ZA-L1311WS,Intel Core i3 (12th Gen),Intel,0,8, DDR4 RAM,3.3,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17940000
Dell,Dell Inspiron 15 3511,Intel Core i3 (11th Gen) Processor,Intel,0,8, DDR4 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 11,0,12719700
Lenovo,Lenovo Ideapad Flex 5i 14ITL05,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,3.0,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,17099700
Acer,Acer Extensa EX215-33,Intel Core i3 (12th Gen) Processor,Intel,0,8, LPDDR5 RAM,2.5,LCD,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 11,0,9447000
Acer,Acer Extensa EX215-23,AMD Quad-Core Ryzen 5,AMD,32,8, LPDDR5 RAM ,2.8,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,9897000
ASUS,ASUS TUF Gaming A17 FA766IC-HX005W,AMD Octa-Core Ryzen 7,AMD,32,16, DDR4 RAM ,2.9,LCD,17.3,GeForce RTX 3050,NVIDIA,512,0,180.0,Windows 11,4,23397000
Dell,Dell Inspiron 15 3520,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,1.0,LCD,15.6,Integrated Graphics,Intel,256,0,41.0,Windows 11,0,10197000
Dell,Dell G15-5525,AMD Octa-Core Ryzen 7,AMD,0,16, DDR5 RAM,3.3,LCD,15.6,GeForce RTX 3050,NVIDIA,512,0,65.0,Windows 11,4,23997000
ASUS,ASUS Zenbook 14 Flip OLED UN5401QA-KN511WS,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,4.2,LED,14.0,Integrated Graphics,AMD,512,0,63.0,Windows 11,0,27597000
Acer,Acer Extensa EX215-23,AMD Quad-Core Ryzen 3,AMD,0,8, LPDDR5 RAM,2.4,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,9297000
HP,HP Victus 15-fb0051AX,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,4.2,LCD,15.6,GeForce RTX 3050 Ti,NVIDIA,512,0,65.0,Windows 11,4,19365300
Infinix,Infinix INBook X1 Slim XL21,Intel Core i3 (10th Gen),Intel,0,8, LPDDR4X RAM,3.4,LCD,14.0,UHD,Intel,512,0,65.0,Windows 11,0,8397000
Acer,Acer Swift 5 Intel Evo  SF514-55TA,Intel Core i5 (11th Gen),Intel,0,8, LPDDR4X RAM,4.2,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,21444000
Apple,Apple MacBook Air M1 MGND3HN/A Ultrabook,Apple M1,Apple,16,8, DDR4 RAM ,2.9,LED,13.3,Integrated Graphics,Apple,256,0,30.0,macOS Big Sur,0,27270000
Realme,Realme Book Slim,Intel Core i3 (11th Gen),Intel,8,8, LPDDR4X RAM ,3.0,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 10,0,12899700
Apple,Apple MacBook Air MQD32HN/A Ultrabook,Intel Core i5 (5th Gen),Intel,0,8, LPDDR3 RAM,1.8,LED,13.3,Integrated Graphics,Intel,128,0,54.0,macOS Sierra,0,20397000
HP,HP Victus 16-e0075AX,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,3.3,LED,16.1,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 10,4,18633600
ASUS,ASUS Vivobook 16X K3605ZF-MB521WS,Intel Core i5 (12th Gen),Intel,0,8, DDR4 RAM,2.0,LED,16.0,GeForce RTX 2050,NVIDIA,512,0,120.0,Windows 11,4,17397000
ASUS,ASUS X543MA-GQ1015T,Intel Celeron Dual-Core,Intel,12,4, DDR4 RAM ,1.1,LED,15.6,Integrated Graphics,Intel,64,1024,33.0,Windows 10,0,7141200
HP,HP Pavilion 15-ec2004AX,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,3.3,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 10,4,17097000
HP,HP 14s-dy2507TU,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,4.2,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,10197000
ASUS,ASUS VivoBook 15 X515JA-EJ392WS,Intel Core i3 (10th Gen),Intel,12,8, DDR4 RAM ,1.2,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,10797000
HP,HP 15s-FR2511TU,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,4.0,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11106900
Acer,Acer Aspire 7 A715-75G-50TA,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,2.5,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 10,4,14850000
HP,HP 15s-gr0012AU,AMD Dual-Core Ryzen 3,AMD,16,8, DDR4 RAM ,2.6,LED,15.6,Integrated Graphics,AMD,256,1024,41.0,Windows 10,0,11097000
ASUS,ASUS VivoBook 15 X515EA-EJ522WS,Intel Core i5 (11th Gen),Intel,12,8, DDR4 RAM ,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,12599700
ASUS,ASUS VivoBook 14 X1400EA-EK543WS,Intel Core i5 (11th Gen),Intel,0,16, DDR4 RAM,2.4,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,14097000
ASUS,ASUS TUF Gaming F15 FX506LHB-HN358W,Intel Core i5 (10th Gen),Intel,16,8, DDR4 RAM ,2.4,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,150.0,Windows 11,4,15297000
HP,HP 15s-eq2144AU,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,4.0,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,10949700
Acer,Acer Aspire 7 A715-42G,AMD Hexa-Core Ryzen 5,AMD,32,8, DDR4 RAM ,2.1,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 11,4,14847000
Acer,Acer Aspire 7 A715-42G,AMD Hexa-Core Ryzen 5 Processor,AMD,32,16, DDR4 RAM ,2.5,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,65.0,Windows 11,4,17097000
Acer,Acer Aspire 7 A715-42G,AMD Hexa-Core Ryzen 5,AMD,8,8, DDR4 RAM ,2.1,LED,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 10,4,14847000
ASUS,ASUS VivoBook 15 X515JA-EJ592WS,Intel Core i5 (10th Gen),Intel,12,8, DDR4 RAM ,1.0,LCD,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,13497000
Lenovo,Lenovo Ideapad 3 15ITL05,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,3.0,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,10170000
HP,HP 15s-eq2143au,AMD Quad-Core Ryzen 3,AMD,16,8, DDR4 RAM ,2.6,LCD,15.6,Integrated Graphics,AMD,512,0,41.0,Windows 11,0,9297000
HP,HP 14s-fq1089au,AMD Quad-Core Ryzen 3,AMD,16,8, DDR4 RAM ,4.0,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,10193400
Lenovo,Lenovo Ideapad 130,Intel Core i3 (7th Gen),Intel,0,4, DDR4 RAM,2.3,LED,15.6,Integrated Graphics,Intel,64,1024,45.0,Windows 10,0,10911000
Xiaomi,Xiaomi RedmiBook 15 Pro,Intel Core i5 (11th Gen),Intel,8,8, DDR4 RAM ,3.1,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,11997000
Lenovo,Lenovo Ideapad Slim 3i 15ITL05,Intel Core i3 (11th Gen),Intel,12,8, DDR4 RAM ,3.0,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12297000
Lenovo,Lenovo Ideapad 330-15IKB,Intel Core i5 (8th Gen),Intel,0,8, DDR4 RAM,1.6,LED,15.6,GeForce MX150,NVIDIA,64,1024,65.0,DOS,2,9878100
ASUS,ASUS VivoBook 15 X515JA-EJ562WS,Intel Core i5 (10th Gen),Intel,12,8, DDR4 RAM ,1.0,LED,15.6,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,14456400
AVITA,AVITA Pura NS14A6INV561,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,15447000
Acer,Acer One 14 Z8-415,Intel Core i3 (11th Gen),Intel,32,8, DDR4 RAM ,3.0,LCD,14.0,Integrated Graphics,Intel,256,0,45.0,Windows 11,0,8099700
Infinix,Infinix INBook X1 XL11,Intel Core i3 (10th Gen),Intel,8,8, LPDDR4X RAM ,1.2,LCD,14.0,Integrated Graphics,Intel,256,0,65.0,Windows 11,0,8997000
Lenovo,Lenovo Ideapad Slim 3i 15ITL6,Intel Core i5 (11th Gen),Intel,16,16, DDR4 RAM ,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,15297000
Acer,Acer One 14 Z8-415,Intel Core i3 (11th Gen),Intel,32,8, DDR4 RAM ,3.0,LCD,14.0,Integrated Graphics,Intel,512,0,45.0,Windows 11,0,8397000
HP,HP 15s-dy3001TU,Intel Pentium Dual-Core,Intel,16,8, DDR4 RAM ,3.0,LED,15.6,Integrated Graphics,Intel,64,1024,65.0,Windows 10,0,12165000
Lenovo,Lenovo Ideapad Slim 3 15ITL6,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.5,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12297000
Lenovo,Lenovo Ideapad Slim 3,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,16497000
MSI,MSI GF63 Thin 9SCXR-418IN,Intel Core i5 (9th Gen),Intel,0,8, DDR4 RAM,2.4,LED,15.6,GeForce GTX 1650 Max Q,NVIDIA,512,0,120.0,Windows 10,4,17399700
HP,HP 14s-dy2506TU,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,3.4,LED,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,13767000
Lenovo,Lenovo Ideapad Gaming 3 15IHU6,Intel Core i5 (11th Gen),Intel,0,8, DDR4 RAM,2.5,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 11,4,15900000
ASUS,ASUS TUF Gaming F15 FX506LI-HN271TS,Intel Core i5 (10th Gen),Intel,0,8, DDR4 RAM,2.5,LED,15.6,GeForce GTX 1650 Ti,NVIDIA,512,0,150.0,Windows 10,4,16797000
HP,HP 14s-dq5138tu,Intel Core i3 (12th Gen),Intel,16,8, DDR4 RAM ,4.2,LCD,14.0,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,12447000
Lenovo,Lenovo Ideapad Gaming 3i,Intel Core i5 (11th Gen),Intel,16,8, DDR4 RAM ,2.5,LCD,15.6,GeForce GTX 1650,NVIDIA,512,0,135.0,Windows 11,4,15900000
Lenovo,Lenovo Ideapad Slim 1 15ALC7,AMD Hexa-Core Ryzen 5,AMD,16,16, DDR4 RAM ,2.1,LCD,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,11697000
Infinix,Infinix INBook Y1 Plus XL28,Intel Core i3 (10th Gen),Intel,0,8, LPDDR4X RAM,1.2,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,9897000
HP,HP 15s-gy0501AU,AMD Dual-Core Ryzen 3,AMD,16,8, DDR4 RAM ,2.6,LED,15.6,Integrated Graphics,AMD,256,0,65.0,Windows 10,0,11367000
HP,HP 15s-ey1508AU,AMD Dual-Core Ryzen 3,AMD,8,8, DDR4 RAM ,2.6,LCD,15.6,Integrated Graphics,AMD,256,0,65.0,Windows 11,0,8397000
Lenovo,Lenovo Ideapad Slim 3i,Intel Core i3 (10th Gen),Intel,12,8, DDR4 RAM ,2.1,LED,15.6,Integrated Graphics,Intel,256,0,45.0,Windows 11,0,10407000
ASUS,ASUS VivoBook S14 OLED Intel Evo S3402ZA-KM502WS,Intel Core i5 (12th Gen),Intel,0,16, DDR4 RAM,4.2,LED,14.0,Integrated Graphics,Intel,512,0,90.0,Windows 11,0,18597000
Xiaomi,Xiaomi Mi Notebook Ultra,Intel Core i5 (11th Gen) Processor,Intel,0,16, DDR4 RAM,2.5,LED,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 10,0,19192800
Dell,Dell Inspiron 15 3511,Intel Core i3 (11th Gen),Intel,16,8, DDR4 RAM ,4.0,LCD,15.6,Integrated Graphics,Intel,256,1024,65.0,Windows 11,0,10349700
HP,HP Pavilion 14-EC1019AU,AMD Hexa-Core Ryzen 5,AMD,0,16, DDR4 RAM,2.4,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,19978800
HP,HP 15s-dy3501TU,Intel Core i3 (11th Gen),Intel,0,8, DDR4 RAM,3.4,LCD,15.6,Integrated Graphics,Intel,512,0,65.0,Windows 11,0,11129700
HP,HP 15s-eq0500AU,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,15.6,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,12599700
AVITA,AVITA Liber NS14A8INV561,AMD Quad-Core Ryzen 5,AMD,0,8, DDR4 RAM,2.1,LED,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 10,0,12747600
HP,HP Pavilion 14-ec1003AU,AMD Hexa-Core Ryzen 5,AMD,16,8, DDR4 RAM ,4.2,LCD,14.0,Integrated Graphics,AMD,512,0,65.0,Windows 11,0,16347000
